population-level,bf.log,priors
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:difficulty + phase:difficulty + diagnosis:expected:difficulty,29.2733,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:difficulty + phase:difficulty + diagnosis:phase:difficulty,22.5691,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:phase,53.9390,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,58.6194,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:difficulty,58.1348,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,62.8944,chosen
diagnosis + expected + phase + difficulty + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,61.1911,chosen
diagnosis + expected + phase + difficulty + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:phase:difficulty,49.6729,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:phase,49.8221,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:difficulty,50.4090,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,55.3460,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:phase:difficulty,43.6258,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + diagnosis:expected:phase + diagnosis:expected:difficulty,41.2955,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + phase:difficulty + diagnosis:expected:phase + diagnosis:phase:difficulty,30.8170,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:difficulty + phase:difficulty + diagnosis:expected:difficulty + diagnosis:phase:difficulty,13.4107,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:phase + expected:phase:difficulty,50.4267,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:difficulty + expected:phase:difficulty,55.3295,chosen
diagnosis + expected + phase + difficulty + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty + diagnosis:phase:difficulty,47.7876,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:phase + diagnosis:expected:difficulty,42.0046,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:phase + expected:phase:difficulty,47.9392,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:phase + diagnosis:phase:difficulty,36.3834,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:difficulty + expected:phase:difficulty,49.2579,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:difficulty + diagnosis:phase:difficulty,35.3085,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty + diagnosis:phase:difficulty,43.1722,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:phase + diagnosis:expected:difficulty + expected:phase:difficulty,37.7679,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:phase + diagnosis:expected:difficulty + diagnosis:phase:difficulty,24.7195,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:phase + expected:phase:difficulty + diagnosis:phase:difficulty,33.7006,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:difficulty + expected:phase:difficulty + diagnosis:phase:difficulty,34.4615,chosen
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:phase + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + diagnosis:expected:phase + diagnosis:expected:difficulty + expected:phase:difficulty + diagnosis:phase:difficulty,25.5166,chosen
expected + phase + difficulty + expected:phase,63.9169,sdx2
diagnosis + expected + phase + difficulty + expected:phase,62.9530,sdx2
expected + phase + difficulty + expected:phase + expected:difficulty,69.9708,sdx2
expected + phase + difficulty + expected:phase + phase:difficulty,60.0558,sdx2
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty,68.7962,sdx2
diagnosis + expected + phase + difficulty + expected:phase + phase:difficulty,61.9030,sdx2
expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty,66.8791,sdx2
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty,62.5567,sdx2
diagnosis + expected + phase + difficulty + diagnosis:phase + expected:phase + expected:difficulty,57.0538,sdx2
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty,62.2166,sdx2
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty,66.5321,sdx2
expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,63.0051,sdx2
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:difficulty + expected:phase + expected:difficulty,56.2838,sdx2
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty + phase:difficulty,58.5074,sdx2
diagnosis + expected + phase + difficulty + diagnosis:phase + expected:phase + expected:difficulty + phase:difficulty,54.6896,sdx2
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty,61.3929,sdx2
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,61.3441,sdx2
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty,49.3119,sdx2
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,53.6983,sdx2
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,53.5933,sdx2
expected + phase + difficulty + expected:phase,57.5262,sdx4
diagnosis + expected + phase + difficulty + expected:phase,56.8272,sdx4
expected + phase + difficulty + expected:phase + expected:difficulty,62.8958,sdx4
expected + phase + difficulty + expected:phase + phase:difficulty,53.3805,sdx4
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty,60.2180,sdx4
diagnosis + expected + phase + difficulty + expected:phase + phase:difficulty,49.2242,sdx4
expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty,58.6751,sdx4
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty,49.6986,sdx4
diagnosis + expected + phase + difficulty + diagnosis:phase + expected:phase + expected:difficulty,44.7984,sdx4
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty,47.0348,sdx4
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty,55.0912,sdx4
expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,48.1585,sdx4
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:difficulty + expected:phase + expected:difficulty,40.4979,sdx4
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty + phase:difficulty,44.5582,sdx4
diagnosis + expected + phase + difficulty + diagnosis:phase + expected:phase + expected:difficulty + phase:difficulty,37.4012,sdx4
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty,44.7771,sdx4
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,45.3799,sdx4
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty,35.7881,sdx4
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,37.3365,sdx4
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,35.6574,sdx4
expected + phase + difficulty + expected:phase,54.7790,sdx8
diagnosis + expected + phase + difficulty + expected:phase,49.3668,sdx8
expected + phase + difficulty + expected:phase + expected:difficulty,57.4885,sdx8
expected + phase + difficulty + expected:phase + phase:difficulty,47.8110,sdx8
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty,51.7267,sdx8
diagnosis + expected + phase + difficulty + expected:phase + phase:difficulty,41.7746,sdx8
expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty,49.7471,sdx8
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty,40.1898,sdx8
diagnosis + expected + phase + difficulty + diagnosis:phase + expected:phase + expected:difficulty,31.8334,sdx8
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty,37.0936,sdx8
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty,44.7257,sdx8
expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,38.5118,sdx8
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:difficulty + expected:phase + expected:difficulty,26.4872,sdx8
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty + phase:difficulty,33.1608,sdx8
diagnosis + expected + phase + difficulty + diagnosis:phase + expected:phase + expected:difficulty + phase:difficulty,24.3880,sdx8
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty,29.8517,sdx8
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,32.8017,sdx8
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty,20.0843,sdx8
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,22.3737,sdx8
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,17.5158,sdx8
expected + phase + difficulty + expected:phase,NA,sdx0.5
diagnosis + expected + phase + difficulty + expected:phase,69.5591,sdx0.5
expected + phase + difficulty + expected:phase + expected:difficulty,76.4820,sdx0.5
expected + phase + difficulty + expected:phase + phase:difficulty,68.4957,sdx0.5
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty,78.0568,sdx0.5
diagnosis + expected + phase + difficulty + expected:phase + phase:difficulty,70.6105,sdx0.5
expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty,78.9143,sdx0.5
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty,74.6693,sdx0.5
diagnosis + expected + phase + difficulty + diagnosis:phase + expected:phase + expected:difficulty,72.9684,sdx0.5
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty,77.5374,sdx0.5
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty,80.5378,sdx0.5
expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,76.7976,sdx0.5
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:difficulty + expected:phase + expected:difficulty,73.9320,sdx0.5
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty + phase:difficulty,75.2377,sdx0.5
diagnosis + expected + phase + difficulty + diagnosis:phase + expected:phase + expected:difficulty + phase:difficulty,73.7732,sdx0.5
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty,79.6858,sdx0.5
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,78.5547,sdx0.5
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty,76.9985,sdx0.5
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,76.3490,sdx0.5
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,78.8768,sdx0.5
expected + phase + difficulty + expected:phase,68.0977,sdx0.25
diagnosis + expected + phase + difficulty + expected:phase,72.4135,sdx0.25
expected + phase + difficulty + expected:phase + expected:difficulty,76.9495,sdx0.25
expected + phase + difficulty + expected:phase + phase:difficulty,69.3455,sdx0.25
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty,79.2156,sdx0.25
diagnosis + expected + phase + difficulty + expected:phase + phase:difficulty,74.9864,sdx0.25
expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty,80.8829,sdx0.25
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty,75.6063,sdx0.25
diagnosis + expected + phase + difficulty + diagnosis:phase + expected:phase + expected:difficulty,74.3050,sdx0.25
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty,77.3350,sdx0.25
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty,81.4059,sdx0.25
expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,81.0068,sdx0.25
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:difficulty + expected:phase + expected:difficulty,78.1362,sdx0.25
